Compound	CAS	T_half_sediment_days	Canonical_smiles	Corrected_names	n_sources
benzenamine, 2-chloro-	27134-26-5|95-51-2	70.8333333333333	Nc1ccccc1Cl		1
benzenamine, 2-methyl-	121536-13-8|68408-22-0|95-53-4	7.08333333333333	Cc1ccccc1N		1
benzene, 1,2,4-trimethyl-	95-36-3|95-63-6	229.166666666667	Cc1ccc(C)c(C)c1		1
benzene, 1,2,4,5-tetramethyl-	15220-27-6|95-93-2	229.166666666667	Cc1cc(C)c(C)cc1C		1
benzene, 1,2,4,5-tetrachloro-	12408-10-5|63697-22-3|95-94-3	708.333333333333	Clc1cc(Cl)c(Cl)cc1Cl		1
phenol, 2,4,5-trichloro-	95-95-4	22.9166666666667	Oc1cc(Cl)c(Cl)cc1Cl		1
oxirane, phenyl-	192506-02-8|25189-69-9|96-09-3	70.8333333333333	c1ccc(C2CO2)cc1		1
propane, 1,2,3-trichloro-	96-18-4	708.333333333333	ClCC(Cl)CCl		1
3-pentanone	96-22-0	22.9166666666667	CCC(=O)CC		1
benzene, (1-methylethyl)-	101316-43-2|98-82-8	229.166666666667	CC(C)c1ccccc1		1
ethanone, 1-phenyl-	98-86-2	22.9166666666667	CC(=O)c1ccccc1		1
benzene, nitro-	98-95-3	229.166666666667	O=[N+]([O-])c1ccccc1		1
benzene, 1-methyl-4-nitro-	99-99-0	229.166666666667	Cc1ccc([N+](=O)[O-])cc1		1
phenol, 4-nitro-	100-02-7	70.8333333333333	O=[N+]([O-])c1ccc(O)cc1		1
benzene, ethyl-	100-41-4|20302-26-5	229.166666666667	CCc1ccccc1		1
benzene, ethenyl-	100-42-5|12770-88-6|25086-18-4|6911-81-5|98444-30-5	70.8333333333333	C=Cc1ccccc1		1
benzenemethanol	100-51-6|185532-71-2|66072-40-0	7.08333333333333	OCc1ccccc1		1
benzene, methoxy-	100-66-3	70.8333333333333	COc1ccccc1		1
benzene, 1,1'-oxybis-	101-84-8|32576-61-7	70.8333333333333	c1ccc(Oc2ccccc2)cc1		1
benzene, propyl-	103-65-1	229.166666666667	CCCc1ccccc1		1
benzeneacetic acid	103-82-2|17303-65-0|51146-16-8	22.9166666666667	O=C(O)Cc1ccccc1		1
phenol, 2,4-dimethyl-	105-67-9	22.9166666666667	Cc1ccc(O)c(C)c1		1
benzene, 1,4-dimethyl-	106-42-3|136777-61-2	229.166666666667	Cc1ccc(C)cc1		1
benzene, 1,4-dichloro-	106-46-7|55232-43-4	708.333333333333	Clc1ccc(Cl)cc1		1
benzenamine, 4-chloro-	106-47-8	22.9166666666667	Nc1ccc(Cl)cc1		1
1,3-butadiene	106-99-0|130983-70-9|1983-06-8|25339-57-5|26952-74-9	70.8333333333333	C=CC=C		1
2-propenal	107-02-8|81788-96-7	7.08333333333333	C=CC=O		1
propanenitrile	107-12-0	70.8333333333333	CCC#N		1
2-propenenitrile	107-13-1|63908-52-1	22.9166666666667	C=CC#N		1
2-propen-1-ol	107-18-6	7.08333333333333	C=CCO		1
1,2-ethanediol	107-21-1	7.08333333333333	OCCO		1
methane, chloromethoxy-	107-30-2	70.8333333333333	COCCl		1
formic acid, methyl ester	107-31-3	22.9166666666667	COC=O		1
2-pentanone	107-87-9	22.9166666666667	CCCC(C)=O		1
butanoic acid	107-92-6	22.9166666666667	CCCC(=O)O		1
acetic acid ethenyl ester	108-05-4|93196-02-2	22.9166666666667	C=COC(C)=O		1
2-pentanone, 4-methyl-	108-10-1	22.9166666666667	CC(=O)CC(C)C		1
benzene, 1,3-dimethyl-	108-38-3	229.166666666667	Cc1cccc(C)c1		1
benzene, 1,3,5-trimethyl-	108-67-8|19121-63-2	229.166666666667	Cc1cc(C)cc(C)c1		1
benzene, 1,3,5-trichloro-	108-70-3|63697-19-8	708.333333333333	Clc1cc(Cl)cc(Cl)c1		1
benzene, bromo-	108-86-1|52753-63-6	708.333333333333	Brc1ccccc1		1
cyclohexane, methyl-	108-87-2	70.8333333333333	CC1CCCCC1		1
benzene, methyl-	108-88-3|25013-04-1	229.166666666667	Cc1ccccc1		1
pyridine, 4-methyl-	108-89-4|69046-49-7|92075-35-9	229.166666666667	Cc1ccncc1		1
benzene, chloro-	108-90-7|50717-45-8	708.333333333333	Clc1ccccc1		1
cyclohexanamine	108-91-8|157973-60-9	7.08333333333333	NC1CCCCC1		1
cyclohexanol	108-93-0	7.08333333333333	OC1CCCCC1		1
cyclohexanone	108-94-1|9075-99-4	22.9166666666667	O=C1CCCCC1		1
phenol	108-95-2|17442-59-0|27073-41-2|63496-48-0|73607-76-8	22.9166666666667	Oc1ccccc1		1
pyridine, 3-methyl-	108-99-6	229.166666666667	Cc1cccnc1		1
acetic acid, propyl ester	109-60-4	22.9166666666667	CCCOC(C)=O		1
pentane	102056-77-9|107949-95-1|109-66-0	229.166666666667	CCCCC		1
1-pentene	109-67-1|25587-78-4	70.8333333333333	C=CCCC		1
1-butanamine	109-73-9	7.08333333333333	CCCCN		1
formic acid, ethyl ester	109-94-4	22.9166666666667	CCOC=O		1
furan, tetrahydro-	109-99-9|24979-97-3	70.8333333333333	C1CCOC1		1
furan	110-00-9|25067-54-3	70.8333333333333	c1ccoc1		1
thiophene	107760-19-0|110-02-1|25233-34-5|51325-05-4	229.166666666667	c1ccsc1		1
2-heptanone	110-43-0	22.9166666666667	CCCCCC(C)=O		1
hexane	110-54-3|478799-92-7|50981-41-4|92112-69-1	229.166666666667	CCCCCC		1
ethene, (2-chloroethoxy)-	110-75-8|29160-08-5	70.8333333333333	C=COCCCl		1
cyclohexane	110-82-7|12217-02-6	70.8333333333333	C1CCCCC1		1
cyclohexene	110-83-8|25012-94-6	70.8333333333333	C1=CCCCC1		1
pyridine	110-86-1|29761-81-7	229.166666666667	c1ccncc1		1
1-hexanol	111-27-3|25917-35-5	7.08333333333333	CCCCCCO		1
ethanol, 2,2'-iminobis-	111-42-2	22.9166666666667	OCCNCCO		1
propane, 1,1'-oxybis-	111-43-3	70.8333333333333	CCCOCCC		1
ethane, 1,1'-oxybis 2-chloro-		70.8333333333333	ClCCOCCCl	1,1'-oxybis(2-chloroethane)	1
octane	111-65-9|31372-91-5|9065-92-3	229.166666666667	CCCCCCCC		1
1-octene	111-66-0|26746-84-9	70.8333333333333	C=CCCCCCC		1
1-octanol	111-87-5|220713-26-8|29063-28-3	7.08333333333333	CCCCCCCCO		1
dodecane	112-40-3|93685-81-5	229.166666666667	CCCCCCCCCCCC		1
propoxur	114-26-1	70.8333333333333	CN=C(O)Oc1ccccc1OC(C)C		1
methane, oxybis-	115-10-6|157621-61-9	70.8333333333333	COC		1
aldicarb	116-06-3	708.333333333333	CN=C(O)ON=CC(C)(C)SC		1
HCB	118-74-1	2291.66666666667	Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl		1
benzoic acid, 2-methyl-	118-90-1|25567-10-6|442197-98-0	22.9166666666667	Cc1ccccc1C(=O)O		1
benzoic acid, 2-chloro-	118-91-2|26264-09-5	229.166666666667	O=C(O)c1ccccc1Cl		1
methanone, diphenyl-	119-61-9	22.9166666666667	O=C(c1ccccc1)c1ccccc1		1
anthracene	120-12-7|54261-80-2	708.333333333333	c1ccc2cc3ccccc3cc2c1		1
1,2-benzenediol	120-80-9|12385-08-9|26982-53-6	22.9166666666667	Oc1ccccc1O		1
benzene, 1,2,4-trichloro-	104810-41-5|120-82-1|63697-18-7	708.333333333333	Clc1ccc(Cl)c(Cl)c1		1
phenol, 2,4-dichloro-	120-83-2|3317-66-6	70.8333333333333	Oc1ccc(Cl)cc1Cl		1
benzene, 1-methyl-2,4-dinitro-	121-14-2|1326-41-6|84029-42-5	229.166666666667	Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]		1
benzenamine, n,n-dimethyl-	101357-19-1|121-69-7|86362-18-7	70.8333333333333	CN(C)c1ccccc1		1
malathion	121-75-5	22.9166666666667	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC		1
1,3,5-triazine-2,4-diamine, 6-chloro-n,n'-diethyl-	122-34-9	229.166666666667	CCN=c1nc(Cl)[nH]c(=NCC)[nH]1		1
benzenamine, n-phenyl-	122-39-4|25656-57-9	70.8333333333333	c1ccc(Nc2ccccc2)cc1		1
propanal	123-38-6|25722-18-3	7.08333333333333	CCC=O		1
butanal	123-72-8|27789-14-6	7.08333333333333	CCCC=O		1
acetic acid, butyl ester	123-86-4	22.9166666666667	CCCCOC(C)=O		1
1,4-dioxane	123-91-1|28552-22-9	70.8333333333333	C1COCCO1		1
decane	116372-01-1|124-18-5|63335-87-5	229.166666666667	CCCCCCCCCC		1
methanamine, n-methyl-	124-40-3|20786-94-1	22.9166666666667	CNC		1
1,3-butadiene, 2-chloro-	126-99-8	229.166666666667	C=CC(=C)Cl		1
pyrene	129-00-0|1346601-04-4|41496-25-7	2291.66666666667	c1cc2ccc3cccc4ccc(c1)c2c34		1
1,2-benzenedicarboxylic acid, dimethyl ester	131-11-3	70.8333333333333	COC(=O)c1ccccc1C(=O)OC		1
dibenzofuran	132-64-9	229.166666666667	c1ccc2c(c1)oc1ccccc12		1
1-naphthalenamine	134-32-7|25168-10-9	70.8333333333333	Nc1cccc2ccccc12		1
thioperoxydicarbonic diamide, tetramethyl-	137-26-8	70.8333333333333	CN(C)C(=S)SSC(=S)N(C)C		1
ethanol, 2-amino-	12220-07-4|12220-09-6|141-43-5	7.08333333333333	NCCO		1
acetic acid ethyl ester	141-78-6	22.9166666666667	CCOC(C)=O		1
cyclopentene	10016-46-3|142-29-0|29300-20-7	70.8333333333333	C1=CCCC1		1
hexanoic acid	142-62-1|56279-38-0	22.9166666666667	CCCCCC(=O)O		1
perylene	198-55-0|69736-15-8	2291.66666666667	c1cc2cccc3c4cccc5cccc(c(c1)c23)c54		1
fluoranthene	206-44-0|76774-50-0	2291.66666666667	c1ccc2c(c1)-c1cccc3cccc-2c13		1
benzo(k)fluoranthene	207-08-9	2291.66666666667	c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12		1
chrysene	218-01-9|65777-08-4	2291.66666666667	c1ccc2c(c1)ccc1c3ccccc3ccc21		1
cyclopentane	287-92-3	70.8333333333333	C1CCCC1		1
cyclo-octane		70.8333333333333	C1CCCCCCC1		1
parathion methyl	298-00-0	70.8333333333333	COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1		1
aldrin	309-00-2	2291.66666666667	ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl		1
diuron	330-54-1	229.166666666667	CN(C)C(O)=Nc1ccc(Cl)c(Cl)c1		1
linuron	330-55-2|56645-87-5	229.166666666667	CON(C)C(O)=Nc1ccc(Cl)c(Cl)c1		1
diazinon	333-41-5	229.166666666667	CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1		1
benzene, fluoro-	462-06-6	70.8333333333333	Fc1ccccc1		1
1h-indene, 2,3-dihydro-	496-11-7|56573-11-6	229.166666666667	c1ccc2c(c1)CCC2		1
benzene, 1,2,3-trimethyl-	25551-13-7|526-73-8	229.166666666667	Cc1cccc(C)c1C		1
phenol, 2-methyl-4,6-dinitro-	534-52-1	229.166666666667	Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O		1
benzene, 1,3-dichloro-	541-73-1|63697-17-6	708.333333333333	Clc1cccc(Cl)c1		1
2,3-dimethylnaphthalene	581-40-8	229.166666666667	Cc1cc2ccccc2cc1C		1
benzene, iodo-	51209-48-4|591-50-4	708.333333333333	Ic1ccccc1		1
2-hexanone	30637-87-7|591-78-6	22.9166666666667	CCCCC(C)=O		1
acetic acid, 2-propenyl ester	29467-34-3|591-87-7	22.9166666666667	C=CCOC(C)=O		1
1,4-pentadiene	591-93-5	70.8333333333333	C=CCC=C		1
formic acid, butyl ester	592-84-7	22.9166666666667	CCCCOC=O		1
benzene, pentachloro-	608-93-5	708.333333333333	Clc1cc(Cl)c(Cl)c(Cl)c1Cl		1
1-propanamine, n-nitroso-n-propyl-	621-64-7	229.166666666667	CCCN(CCC)N=O		1
3-butenoic acid	28391-17-5|625-38-7	22.9166666666667	C=CCC(=O)O		1
1,4-cyclohexadiene	628-41-1	70.8333333333333	C1=CCC=CC1		1
acetic acid, pentyl ester	628-63-7|828-63-7	22.9166666666667	CCCCCOC(C)=O		1
benzene, 1,2,3,4-tetrachloro-	13280-72-3|634-66-2|63697-20-1	708.333333333333	Clc1ccc(Cl)c(Cl)c1Cl		1
benzene, 1,2,3,5-tetrachloro-	634-90-2|63697-21-2	708.333333333333	Clc1cc(Cl)c(Cl)c(Cl)c1		1
1-hexyne	26856-30-4|28827-85-2|693-02-7	70.8333333333333	C#CCCCC		1
carbamothioic acid, dipropyl-, s-ethyl ester	759-94-4	70.8333333333333	CCCN(CCC)C(=O)SCC		1
1-ethylnaphthalene	1127-76-0|27138-19-8|29793-40-6	229.166666666667	CCc1cccc2ccccc12		1
carbofuran	1563-66-2	70.8333333333333	CN=C(O)Oc1cccc2c1OC(C)(C)C2		1
trifluralin	1582-09-8|71281-30-6	229.166666666667	CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]		1
propane, 2-methoxy-2-methyl-	1219795-06-8|1634-04-4	70.8333333333333	COC(C)(C)C		1
2,3,7,8-TCDD	1746-01-6|56795-67-6	2291.66666666667	Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2		1
atrazine	102029-43-6|1912-24-9	70.8333333333333	CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1		1
dicamba	1918-00-9|62610-39-3|89300-29-8	70.8333333333333	COc1c(Cl)ccc(Cl)c1C(=O)O		1
decachlorobiphenyl		2291.66666666667	Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl		1
3 chlorobiphenyl		708.333333333333	Clc1cccc(-c2ccccc2)c1		1
diallate	17708-57-5|2303-16-4	229.166666666667	CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C		1
triallate	2303-17-5	22.9166666666667	CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C		1
2-methoxytetrachlorophenol	2539-17-5|97331-56-1	229.166666666667	COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl		1
octachlorodibenzo-p-dioxin	3268-87-9	2291.66666666667	Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2		1
o,p' DDE	3424-82-6	2291.66666666667	ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl		1
2,8-dichlorodibenzofuran	5409-83-6	708.333333333333	Clc1ccc2oc3ccc(Cl)cc3c2c1		1
benzene, 1-chloro-4-phenoxy-	55398-86-2|7005-72-3	70.8333333333333	Clc1ccc(Oc2ccccc2)cc1		1
mecoprop	7085-19-0|93-65-2	70.8333333333333	Cc1cc(Cl)ccc1OC(C)C(=O)O		1
toxaphene	1852481-29-8|8001-35-2	2291.66666666667	C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl		1
benomyl	17804-35-2	229.166666666667	CCCCN=C(O)n1c(N=C(O)OC)nc2ccccc21		1
2,3,4-trichlorobiphenyl		2291.66666666667	Clc1ccc(-c2ccccc2)c(Cl)c1Cl		1
2,3,3',4',5'-pentachlorobiphenyl		2291.66666666667	Clc1cc(-c2cccc(Cl)c2Cl)cc(Cl)c1Cl		1
2,2' dichloro 4 methylbiphenyl		708.333333333333	Cc1ccc(-c2ccccc2Cl)c(Cl)c1		1
3,3',4,4',5,5'-hexachlorobiphenyl		2291.66666666667	Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl		1
2,2',3,3',4,5,6-heptachlorobiphenyl		2291.66666666667	Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl		1
1,2,3,4-tetrachlorodibenzo-p-dioxin	30746-58-8	2291.66666666667	Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2		1
isopropalin	33820-53-0	229.166666666667	CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]		1
2,7-dichlorodibenzo-p-dioxin	33857-26-0	708.333333333333	Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2		2
1,2,3,4,6,7,8-heptchlorodibenzo-p-dioxin		2291.66666666667	Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2		1
2,8-dichlorodibenzo-p-dioxin	38964-22-6	708.333333333333	Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2		1
octachlorodibenzofuran	39001-02-0	2291.66666666667	Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl		1
1,2,4-trichlorodibenzo-p-dioxin	39227-58-2	708.333333333333	Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2		1
1,2,3,4,7-pentachlorodibenzo-p-dioxin	39227-61-7	2291.66666666667	Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2		1
2,3,7,8-TCDF	51207-31-9	2291.66666666667	Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl		1
metolachlor	51218-45-2|82535-90-8	229.166666666667	CCc1cccc(C)c1N(C(=O)CCl)C(C)COC		1
2,2',3,3',4,5,5',6,6'-nonachlorobiphenyl		2291.66666666667	Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl		1
PCB 28*		708.333333333333	Clc1ccc(-c2ccc(Cl)cc2Cl)cc1	2,4,4'-Trichlorobiphenyl	1
PCB 101*		2291.66666666667	Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1	2,2',4,5,5'-Pentachlorobiphenyl	1
PCB 180*		7083.33333333333	Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl	2,2',3,4,4',5,5'-Heptachlorobiphenyl	1
p-cresol*		2.25	Cc1ccc(O)cc1	p-cresol	1
