Compound	CAS	T_half_soil_days	Canonical_smiles	Corrected_names	n_sources
furan, tetrahydro-	109-99-9|24979-97-3	22.9166666666667	C1CCOC1		1
furan	110-00-9|25067-54-3	22.9166666666667	c1ccoc1		1
thiophene	107760-19-0|110-02-1|25233-34-5|51325-05-4	70.8333333333333	c1ccsc1		1
2-heptanone	110-43-0	7.08333333333333	CCCCCC(C)=O		1
hexane	110-54-3|478799-92-7|50981-41-4|92112-69-1	70.8333333333333	CCCCCC		1
ethene, (2-chloroethoxy)-	110-75-8|29160-08-5	22.9166666666667	C=COCCCl		1
cyclohexane	110-82-7|12217-02-6	22.9166666666667	C1CCCCC1		1
cyclohexene	110-83-8|25012-94-6	22.9166666666667	C1=CCCCC1		1
pyridine	110-86-1|29761-81-7	70.8333333333333	c1ccncc1		1
1-hexanol	111-27-3|25917-35-5	2.29166666666667	CCCCCCO		1
ethanol, 2,2'-iminobis-	111-42-2	7.08333333333333	OCCNCCO		1
propane, 1,1'-oxybis-	111-43-3	22.9166666666667	CCCOCCC		1
ethane, 1,1'-oxybis 2-chloro-		22.9166666666667	ClCCOCCCl	1,1'-oxybis(2-chloroethane)	1
octane	111-65-9|31372-91-5|9065-92-3	70.8333333333333	CCCCCCCC		1
1-octene	111-66-0|26746-84-9	22.9166666666667	C=CCCCCCC		1
1-octanol	111-87-5|220713-26-8|29063-28-3	2.29166666666667	CCCCCCCCO		1
dodecane	112-40-3|93685-81-5	70.8333333333333	CCCCCCCCCCCC		1
propoxur	114-26-1	22.9166666666667	CN=C(O)Oc1ccccc1OC(C)C		1
methane, oxybis-	115-10-6|157621-61-9	22.9166666666667	COC		1
aldicarb	116-06-3	70.8333333333333	CN=C(O)ON=CC(C)(C)SC		1
HCB	118-74-1	2291.66666666667	Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl		1
benzoic acid, 2-methyl-	118-90-1|25567-10-6|442197-98-0	7.08333333333333	Cc1ccccc1C(=O)O		1
benzoic acid, 2-chloro-	118-91-2|26264-09-5	70.8333333333333	O=C(O)c1ccccc1Cl		1
methanone, diphenyl-	119-61-9	7.08333333333333	O=C(c1ccccc1)c1ccccc1		1
anthracene	120-12-7|54261-80-2	229.166666666667	c1ccc2cc3ccccc3cc2c1		1
1,2-benzenediol	120-80-9|12385-08-9|26982-53-6	7.08333333333333	Oc1ccccc1O		1
benzene, 1,2,4-trichloro-	104810-41-5|120-82-1|63697-18-7	229.166666666667	Clc1ccc(Cl)c(Cl)c1		1
phenol, 2,4-dichloro-	120-83-2|3317-66-6	22.9166666666667	Oc1ccc(Cl)cc1Cl		1
benzene, 1-methyl-2,4-dinitro-	121-14-2|1326-41-6|84029-42-5	70.8333333333333	Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]		1
benzenamine, n,n-dimethyl-	101357-19-1|121-69-7|86362-18-7	22.9166666666667	CN(C)c1ccccc1		1
malathion	121-75-5	2.29166666666667	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC		1
1,3,5-triazine-2,4-diamine, 6-chloro-n,n'-diethyl-	122-34-9	70.8333333333333	CCN=c1nc(Cl)[nH]c(=NCC)[nH]1		1
benzenamine, n-phenyl-	122-39-4|25656-57-9	22.9166666666667	c1ccc(Nc2ccccc2)cc1		1
propanal	123-38-6|25722-18-3	2.29166666666667	CCC=O		1
butanal	123-72-8|27789-14-6	2.29166666666667	CCCC=O		1
acetic acid, butyl ester	123-86-4	7.08333333333333	CCCCOC(C)=O		1
1,4-dioxane	123-91-1|28552-22-9	22.9166666666667	C1COCCO1		1
decane	116372-01-1|124-18-5|63335-87-5	70.8333333333333	CCCCCCCCCC		1
methanamine, n-methyl-	124-40-3|20786-94-1	7.08333333333333	CNC		1
1,3-butadiene, 2-chloro-	126-99-8	70.8333333333333	C=CC(=C)Cl		1
pyrene	129-00-0|1346601-04-4|41496-25-7	708.333333333333	c1cc2ccc3cccc4ccc(c1)c2c34		1
1,2-benzenedicarboxylic acid, dimethyl ester	131-11-3	22.9166666666667	COC(=O)c1ccccc1C(=O)OC		1
dibenzofuran	132-64-9	70.8333333333333	c1ccc2c(c1)oc1ccccc12		1
1-naphthalenamine	134-32-7|25168-10-9	7.08333333333333	Nc1cccc2ccccc12		1
thioperoxydicarbonic diamide, tetramethyl-	137-26-8	22.9166666666667	CN(C)C(=S)SSC(=S)N(C)C		1
ethanol, 2-amino-	12220-07-4|12220-09-6|141-43-5	2.29166666666667	NCCO		1
acetic acid ethyl ester	141-78-6	7.08333333333333	CCOC(C)=O		1
cyclopentene	10016-46-3|142-29-0|29300-20-7	22.9166666666667	C1=CCCC1		1
hexanoic acid	142-62-1|56279-38-0	7.08333333333333	CCCCCC(=O)O		1
perylene	198-55-0|69736-15-8	708.333333333333	c1cc2cccc3c4cccc5cccc(c(c1)c23)c54		1
fluoranthene	206-44-0|76774-50-0	708.333333333333	c1ccc2c(c1)-c1cccc3cccc-2c13		1
benzo(k)fluoranthene	207-08-9	708.333333333333	c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12		1
chrysene	218-01-9|65777-08-4	708.333333333333	c1ccc2c(c1)ccc1c3ccccc3ccc21		1
cyclopentane	287-92-3	22.9166666666667	C1CCCC1		1
cyclo-octane		22.9166666666667	C1CCCCCCC1		1
parathion methyl	298-00-0	22.9166666666667	COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1		1
aldrin	309-00-2	708.333333333333	ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl		1
diuron	330-54-1	70.8333333333333	CN(C)C(O)=Nc1ccc(Cl)c(Cl)c1		2
linuron	330-55-2|56645-87-5	70.8333333333333	CON(C)C(O)=Nc1ccc(Cl)c(Cl)c1		1
diazinon	333-41-5	70.8333333333333	CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1		1
benzene, fluoro-	462-06-6	22.9166666666667	Fc1ccccc1		1
1h-indene, 2,3-dihydro-	496-11-7|56573-11-6	70.8333333333333	c1ccc2c(c1)CCC2		1
benzene, 1,2,3-trimethyl-	25551-13-7|526-73-8	70.8333333333333	Cc1cccc(C)c1C		1
phenol, 2-methyl-4,6-dinitro-	534-52-1	70.8333333333333	Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O		1
benzene, 1,3-dichloro-	541-73-1|63697-17-6	229.166666666667	Clc1cccc(Cl)c1		1
2,3-dimethylnaphthalene	581-40-8	70.8333333333333	Cc1cc2ccccc2cc1C		1
benzene, iodo-	51209-48-4|591-50-4	229.166666666667	Ic1ccccc1		1
2-hexanone	30637-87-7|591-78-6	7.08333333333333	CCCCC(C)=O		1
acetic acid, 2-propenyl ester	29467-34-3|591-87-7	7.08333333333333	C=CCOC(C)=O		1
1,4-pentadiene	591-93-5	22.9166666666667	C=CCC=C		1
formic acid, butyl ester	592-84-7	7.08333333333333	CCCCOC=O		1
benzene, pentachloro-	608-93-5	708.333333333333	Clc1cc(Cl)c(Cl)c(Cl)c1Cl		1
1-propanamine, n-nitroso-n-propyl-	621-64-7	70.8333333333333	CCCN(CCC)N=O		1
3-butenoic acid	28391-17-5|625-38-7	7.08333333333333	C=CCC(=O)O		1
1,4-cyclohexadiene	628-41-1	22.9166666666667	C1=CCC=CC1		1
acetic acid, pentyl ester	628-63-7|828-63-7	7.08333333333333	CCCCCOC(C)=O		1
benzene, 1,2,3,4-tetrachloro-	13280-72-3|634-66-2|63697-20-1	229.166666666667	Clc1ccc(Cl)c(Cl)c1Cl		1
benzene, 1,2,3,5-tetrachloro-	634-90-2|63697-21-2	229.166666666667	Clc1cc(Cl)c(Cl)c(Cl)c1		1
1-hexyne	26856-30-4|28827-85-2|693-02-7	22.9166666666667	C#CCCCC		1
carbamothioic acid, dipropyl-, s-ethyl ester	759-94-4	7.08333333333333	CCCN(CCC)C(=O)SCC		1
1-ethylnaphthalene	1127-76-0|27138-19-8|29793-40-6	70.8333333333333	CCc1cccc2ccccc12		1
carbofuran	1563-66-2	22.9166666666667	CN=C(O)Oc1cccc2c1OC(C)(C)C2		1
trifluralin	1582-09-8|71281-30-6	70.8333333333333	CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]		1
propane, 2-methoxy-2-methyl-	1219795-06-8|1634-04-4	22.9166666666667	COC(C)(C)C		1
2,3,7,8-TCDD	1746-01-6|56795-67-6	708.333333333333	Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2		1
atrazine	102029-43-6|1912-24-9	70.8333333333333	CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1		1
dicamba	1918-00-9|62610-39-3|89300-29-8	22.9166666666667	COc1c(Cl)ccc(Cl)c1C(=O)O		2
decachlorobiphenyl		2291.66666666667	Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl		1
3 chlorobiphenyl		708.333333333333	Clc1cccc(-c2ccccc2)c1		1
diallate	17708-57-5|2303-16-4	70.8333333333333	CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C		1
triallate	2303-17-5	7.08333333333333	CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C		1
2-methoxytetrachlorophenol	2539-17-5|97331-56-1	70.8333333333333	COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl		1
octachlorodibenzo-p-dioxin	3268-87-9	2291.66666666667	Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2		1
o,p' DDE	3424-82-6	2291.66666666667	ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl		1
2,8-dichlorodibenzofuran	5409-83-6	229.166666666667	Clc1ccc2oc3ccc(Cl)cc3c2c1		1
benzene, 1-chloro-4-phenoxy-	55398-86-2|7005-72-3	22.9166666666667	Clc1ccc(Oc2ccccc2)cc1		1
mecoprop	7085-19-0|93-65-2	7.08333333333333	Cc1cc(Cl)ccc1OC(C)C(=O)O		1
toxaphene	1852481-29-8|8001-35-2	2291.66666666667	C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl		1
benomyl	17804-35-2	70.8333333333333	CCCCN=C(O)n1c(N=C(O)OC)nc2ccccc21		1
2,3,4-trichlorobiphenyl		2291.66666666667	Clc1ccc(-c2ccccc2)c(Cl)c1Cl		1
2,3,3',4',5'-pentachlorobiphenyl		2291.66666666667	Clc1cc(-c2cccc(Cl)c2Cl)cc(Cl)c1Cl		1
2,2' dichloro 4 methylbiphenyl		708.333333333333	Cc1ccc(-c2ccccc2Cl)c(Cl)c1		1
3,3',4,4',5,5'-hexachlorobiphenyl		2291.66666666667	Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl		1
2,2',3,3',4,5,6-heptachlorobiphenyl		2291.66666666667	Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl		1
1,2,3,4-tetrachlorodibenzo-p-dioxin	30746-58-8	708.333333333333	Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2		1
isopropalin	33820-53-0	70.8333333333333	CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]		1
2,7-dichlorodibenzo-p-dioxin	33857-26-0	229.166666666667	Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2		2
1,2,3,4,6,7,8-heptchlorodibenzo-p-dioxin		2291.66666666667	Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2		1
2,8-dichlorodibenzo-p-dioxin	38964-22-6	229.166666666667	Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2		1
octachlorodibenzofuran	39001-02-0	2291.66666666667	Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl		1
1,2,4-trichlorodibenzo-p-dioxin	39227-58-2	229.166666666667	Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2		1
1,2,3,4,7-pentachlorodibenzo-p-dioxin	39227-61-7	708.333333333333	Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2		1
2,3,7,8-TCDF	51207-31-9	708.333333333333	Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl		1
metolachlor	51218-45-2|82535-90-8	70.8333333333333	CCc1cccc(C)c1N(C(=O)CCl)C(C)COC		1
2,2',3,3',4,5,5',6,6'-nonachlorobiphenyl		2291.66666666667	Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl		1
PCB 28*		416.666666666667	Clc1ccc(-c2ccc(Cl)cc2Cl)cc1	2,4,4'-Trichlorobiphenyl	1
PCB 101*		4166.66666666667	Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1	2,2',4,5,5'-Pentachlorobiphenyl	1
PCB 180*		41666.6666666667	Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl	2,2',3,4,4',5,5'-Heptachlorobiphenyl	1
p-cresol*		0.166666666666667	Cc1ccc(O)cc1	p-cresol	1
amisulbrom	348635-87-0	97.0	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1		1
asulam	3337-71-1	4.7	COC(O)=NS(=O)(=O)c1ccc(N)cc1		1
azoxystrobin	131860-33-8|215934-32-0	93.0	COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1		1
benzovindiflupyr	1072957-71-1	639.0	Cn1cc(C(O)=Nc2cccc3c2C2CCC3C2=C(Cl)Cl)c(C(F)F)n1		1
bixafen	581809-46-3	365.0	Cn1cc(C(O)=Nc2ccc(F)cc2-c2ccc(Cl)c(Cl)c2)c(C(F)F)n1		1
carbendazim	105268-95-9|10605-21-7|37953-07-4|39413-19-9	34.0	COC(O)=Nc1nc2ccccc2[nH]1		1
carbetamide	16118-49-3	9.0	CCN=C(O)[C@@H](C)OC(O)=Nc1ccccc1		1
chlorantraniliprole	500008-45-7	219.0	CN=C(O)c1cc(Cl)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl		1
clomazone	81777-89-1	39.0	CC1(C)CON(Cc2ccccc2Cl)C1=O		1
cyantraniliprole	736994-63-1	38.0	CN=C(O)c1cc(C#N)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl		1
cyclaniliprole	1031756-98-5	840.0	CC(N=C(O)c1cc(Cl)cc(Br)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1		1
dimethenamid	87674-68-8	14.0	COCC(C)N(C(=O)CCl)c1c(C)csc1C		1
dimoxystrobin	145451-07-6|149961-52-4	271.0	CN=C(O)C(=NOC)c1ccccc1COc1cc(C)ccc1C		1
fenhexamid	126833-17-8	0.29	CC1(C(O)=Nc2ccc(O)c(Cl)c2Cl)CCCCC1		1
fenoxycarb	72490-01-8|79127-80-3	1.3	CCOC(O)=NCCOc1ccc(Oc2ccccc2)cc1		1
fipronil	120068-37-3	233.0	N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F		1
flonicamid	158062-67-0	1.2	N#CCN=C(O)c1cnccc1C(F)(F)F		1
florasulam	145701-23-1	3.5	COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12		1
fluopicolide	239110-15-7	380.0	OC(=NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl		1
fluopyram	658066-35-4	332.0	OC(=NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F		1
flupyradifurone	951659-40-8	65.0	O=C1C=C(N(Cc2ccc(Cl)nc2)CC(F)F)CO1		1
flutianil	958647-10-4	336.0	COc1ccccc1N1CCSC1=C(C#N)Sc1cc(C(F)(F)F)ccc1F		1
fluxapyroxad	907204-31-3	237.0	Cn1cc(C(O)=Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1		1
imidacloprid	138261-41-3	186.0	O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1		1
iprovalicarb	140923-17-7	5.8	Cc1ccc(C(C)N=C(O)[C@@H](N=C(O)OC(C)C)C(C)C)cc1		1
isofetamid	875915-78-9	44.1	Cc1cc(OC(C)C)ccc1C(=O)C(C)(C)N=C(O)c1sccc1C		1
isoproturon	34123-59-6	11.5	CC(C)c1ccc(NC(=O)N(C)C)cc1		1
isopyrazam	881685-58-1	258.0	CC(C)C1C2CCC1c1c(N=C(O)c3cn(C)nc3C(F)F)cccc12		1
kresoxim-methyl	143390-89-0	0.46	CON=C(C(=O)OC)c1ccccc1COc1ccccc1C		1
mandipropamid	374726-62-2	53.0	C#CCOc1ccc(CCN=C(O)C(OCC#C)c2ccc(Cl)cc2)cc1OC		1
mesosulfuron-methyl	208465-21-8	42.4	COC(=O)c1ccc(CNS(C)(=O)=O)cc1S(=O)(=O)NC(O)=Nc1nc(OC)cc(OC)n1		1
mesotrione	104206-82-8|268548-24-9	11.7	CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1		1
metaflumizone	139968-49-3|852403-68-0	256.0	N#Cc1ccc(CC(=NN=C(O)Nc2ccc(OC(F)(F)F)cc2)c2cccc(C(F)(F)F)c2)cc1		1
oxathiapiprolin	1003318-67-9	76.0	Cc1cc(C(F)(F)F)nn1CC(=O)N1CCC(c2nc(C3=NOC(c4c(F)cccc4F)C3)cs2)CC1		1
picoxystrobin	117428-22-5	23.0	COC=C(C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1		1
pinoxaden	243973-20-8	0.32	CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2		1
proquinazid	189278-12-4	136.0	CCCOc1nc2ccc(I)cc2c(=O)n1CCC		1
pyroxsulam	422556-08-9	3.9	COc1cc(OC)n2[nH]c(=NS(=O)(=O)c3c(C(F)(F)F)ccnc3OC)nc2n1		1
sedaxane	874967-67-6	83.0	Cn1cc(C(O)=Nc2ccccc2C2CC2C2CC2)c(C(F)F)n1		1
spirodiclofen	148477-71-8	6.4	CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2		1
spiromesifen	283594-90-1	5.3	Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1		1
spirotetramat	203313-25-1|382608-10-8	0.38	CCOC(=O)OC1=C(c2cc(C)ccc2C)C(O)=NC12CCC(OC)CC2		1
sulfoxaflor	946578-00-3	0.087	CC(c1ccc(C(F)(F)F)nc1)S(C)(=O)=NC#N		1
tembotrione	263401-02-1|335104-84-2	12.4	CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F		1
terbuthylazine	5915-41-3	110.0	CCN=c1nc(Cl)nc(NC(C)(C)C)[nH]1		1
topramezone	210631-68-8	201.0	Cc1c(C(=O)c2c[nH]n(C)c2=O)ccc(S(C)(=O)=O)c1C1=NOCC1		1
trinexapac-ethyl	95266-40-3	0.12	CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1		1
valifenalate	283159-90-0	0.13	COC(=O)CC(N=C(O)[C@@H](N=C(O)OC(C)C)C(C)C)c1ccc(Cl)cc1		1
